account,emotion,count
FamousGCandy1996,negative,6
FamousGCandy1996,neutral,1
FamousGPlate46,negative,12
FamousGPlate46,neutral,2
FamousGainsBowl,negative,3
FamousGanttBread,negative,3
FamousGanttBread,positive,1
FamousGibsonBowl82,negative,10
FamousGibsonBowl82,neutral,3
FamousGibsonBowl82,positive,4
FamousGuilliamIcecream1978,negative,10
FamousGuilliamIcecream1978,positive,1
FamousGustafsonPlate2018,negative,4
FamousGustafsonPlate2018,positive,1
FamousHCandy,negative,2
FamousHCandy,neutral,2
FamousHCandy,positive,2
FamousHLight,negative,1
FamousHLight,positive,1
FamousHillBowl,negative,2
FamousHouseMargaret,negative,9
FamousHouseMargaret,neutral,1
FamousHouseSheila,negative,13
FamousHouseSheila,neutral,2
FamousHouseSheila,positive,1
FamousIcecreamEskola,negative,5
FamousIcecreamEskola,positive,2
FamousIcecreamJulie,negative,6
FamousIcecreamJulie,neutral,1
FamousIcecreamJulie,positive,1
FamousIcecreamKirgan,negative,9
FamousIcecreamKirgan,positive,1
FamousIlaBanana,negative,2
FamousIlaBanana,neutral,1
FamousIlaBanana,positive,1
FamousJCandy,negative,7
FamousJCandy,positive,1
FamousJCar,negative,11
FamousJHouse,negative,8
FamousJHouse,neutral,1
FamousJHouse,positive,2
FamousJLight,negative,20
FamousJLight,positive,1
FamousJamesBanana36,negative,6
FamousJamesBanana36,neutral,1
FamousJosephCandy,negative,10
FamousJosephCandy,positive,1
FamousKCandy,negative,12
FamousKCandy,neutral,3
FamousKCandy,positive,1
FamousKCouch2007,negative,12
FamousKCouch2007,neutral,1
FamousKCouch2007,positive,2
FamousKinderBread,negative,1
FamousLBanana,negative,4
FamousLIcecream,negative,5
FamousLaverneCouch,negative,4
FamousLaverneCouch,neutral,1
FamousLealBowl2007,negative,8
FamousLealBowl2007,positive,3
FamousLightAnn_Sanchez,negative,10
FamousLightMarcia_Stewart,negative,7
FamousLightMinnie,negative,1
FamousLindaBread,negative,2
FamousLoriLight,negative,11
FamousMBowl,negative,17
FamousMCandy24,negative,8
FamousMHouse1968,negative,8
FamousMHouse1968,positive,1
FamousMIcecream,negative,20
FamousMIcecream1973,negative,14
FamousMIcecream1973,neutral,2
FamousMIcecream1973,positive,1
FamousMIcecream34,negative,13
FamousMIcecream34,neutral,1
FamousMIcecream34,positive,1
FamousMPlate,negative,4
FamousMPlate,neutral,1
FamousMariaCar,negative,12
FamousMariaCar,neutral,1
FamousMariaCar,positive,2
FamousMaynardCouch,negative,7
FamousMaynardCouch,neutral,1
FamousMerrittCar28,negative,19
FamousMerrittCar28,neutral,1
FamousMerrittCar28,positive,2
FamousMildredCar,negative,5
FamousMilesCar1988,negative,3
FamousMirandaIcecream,negative,2
FamousMirandaIcecream,neutral,1
FamousMistrotCouch82,negative,10
FamousMistrotCouch82,neutral,2
FamousMistrotCouch82,positive,3
FamousNicolePlate,negative,4
FamousNicolePlate,neutral,1
FamousOCar1984,negative,8
FamousOCar1984,neutral,1
FamousOPlate,negative,12
FamousOPlate,positive,3
FamousPCar,negative,8
FamousPCar,neutral,1
FamousPamBowl,negative,4
FamousParkerLight,negative,13
FamousParkerLight,neutral,1
FamousPaulCar,negative,6
FamousPaulCar,neutral,2
FamousPearsonPlate2007,negative,7
FamousPennyBread,negative,10
FamousPennyBread,positive,1
FamousPlateBrandy_Dismuke,negative,3
FamousPlateBrandy_Dismuke,neutral,1
FamousPlateDelores,negative,3
FamousPlateDelores,positive,1
FamousPlateLee,negative,6
FamousPlateRobert,negative,8
FamousPlateRobert,positive,1
FamousPlateSadie,negative,6
FamousRCandy,negative,25
FamousRCandy,positive,2
FamousRCandy17,negative,6
FamousRIcecream,negative,3
FamousRalphPlate,negative,4
FamousRalphPlate,neutral,2
FamousRalphPlate,positive,1
FamousRhodesHouse2010,negative,5
FamousRobertBowl,negative,3
FamousRobertCar,negative,7
FamousRobertCar,neutral,2
FamousRobertCar,positive,1
FamousRodriguezLight,negative,4
FamousRodriguezLight,positive,1
FamousSBowl,negative,12
FamousSBowl,neutral,2
FamousSBowl,positive,1
FamousSCandy,negative,1
FamousSCar,negative,6
FamousSHouse,negative,2
FamousSaadeHouse,negative,2
FamousSchoonoverCar93,negative,9
FamousSimonCar2003,negative,5
FamousSoriaPlate26,negative,9
FamousSoriaPlate26,neutral,3
FamousSteveCar,negative,2
FamousTCandy,negative,8
FamousTHouse,negative,4
FamousTPlate,negative,10
FamousTanyaBanana,negative,11
FamousTanyaBanana,neutral,2
FamousTanyaBanana,positive,1
FamousThomasIcecream,negative,14
FamousThomasIcecream,neutral,1
FamousThomasIcecream,positive,1
FamousUriasCouch,negative,6
FamousUriasCouch,neutral,1
FamousWBanana40,negative,16
FamousWBanana40,neutral,2
FamousWBowl1973,negative,10
FamousWBowl1973,positive,1
FamousWCar,negative,3
FamousWHouse,negative,9
FamousWHouse,neutral,2
FamousWHouse,positive,1
FamousWatsonIcecream,negative,9
FamousWatsonIcecream,positive,1
FamousWeeksIcecream,negative,2
FamousWrightCandy87,negative,4
FamousYelvertonCar,negative,11
FamousZPlate1993,negative,5
FastABanana,negative,11
FastABanana,neutral,1
FastACar87,negative,8
FastACar87,neutral,2
FastAPlate1965,negative,2
FastAbbottCouch,negative,6
FastAdamCandy,negative,6
FastAdamCandy,positive,1
FastAndersonIcecream1979,negative,2
FastAndersonIcecream1979,neutral,1
FastAndersonIcecream1979,positive,1
FastAndrewBread,negative,7
FastAndrewBread,positive,1
FastArmstrongBowl65,negative,1
FastBBanana40,negative,16
FastBBanana40,neutral,1
FastBBanana40,positive,1
FastBCandy16,negative,8
FastBCandy16,neutral,1
FastBCandy16,positive,2
FastBCar,negative,8
FastBCar52,negative,14
FastBCar52,positive,2
FastBLight,negative,8
FastBLight,positive,1
FastBananaAvery_Smith,negative,18
FastBananaAvery_Smith,positive,2
FastBananaDickerson,negative,12
FastBananaDickerson,neutral,1
FastBananaDickerson,positive,2
FastBananaIsmael_Carkhuff,negative,8
FastBananaJessie_Mack,negative,13
FastBananaMarian_Newsome,negative,10
FastBananaMarian_Newsome,positive,1
FastBarthelIcecream,negative,11
FastBarthelIcecream,neutral,2
FastBowlJorge_Perkins,negative,3
FastBowlJorge_Perkins,neutral,1
FastBowlLonnie_Cauthen,negative,6
FastBowlLonnie_Cauthen,positive,1
FastBowlMoore,negative,9
FastBreadJames,negative,6
FastBreadJames,neutral,1
FastBreadJessica,negative,12
FastBreadJessica,positive,2
FastBreadMary_Pacheco,negative,4
FastBreadSteven_Chappell,negative,7
FastBreadSteven_Chappell,neutral,1
FastBreadSteven_Chappell,positive,3
FastCBanana2013,negative,5
FastCBanana2013,neutral,1
FastCHouse,negative,14
FastCHouse,neutral,1
FastCIcecream49,negative,5
FastCPlate,negative,1
FastCPlate,positive,1
FastCandyBarlow,negative,6
FastCandyBarlow,neutral,1
FastCandyBarlow,positive,1
FastCandyDonna,negative,9
FastCandyDonna,positive,1
FastCandyEtta,negative,2
FastCandyEtta,positive,1
FastCandyJerry,negative,18
FastCandyLingberg,negative,10
FastCandyLingberg,neutral,1
FastCandyLingberg,positive,2
FastCandyMichael,negative,12
FastCandyMichael,neutral,1
FastCandyPatricia_Schilling,negative,16
FastCandyPatricia_Schilling,neutral,2
FastCandyPatricia_Schilling,positive,3
FastCarCooks,negative,9
FastCarCooks,neutral,1
FastCarVictor,negative,4
FastCarolynBanana,negative,20
FastCeceliaBanana,negative,7
FastCeceliaBanana,positive,1
FastCollinsCar,negative,2
FastCollinsCar,neutral,1
FastConstantinePlate1988,negative,5
FastCouchAmy_Romanowski,negative,17
FastCouchAmy_Romanowski,neutral,3
FastCouchAmy_Romanowski,positive,1
FastCrumpBowl2000,negative,9
FastCrumpBowl2000,neutral,1
FastCrumpBowl2000,positive,1
FastCurtisIcecream76,negative,2
FastCurtisIcecream76,positive,1
FastDBanana2004,negative,6
FastDBanana2004,neutral,1
FastDBanana2004,positive,1
FastDPlate83,negative,1
FastDeannaIcecream,negative,8
FastDeannaIcecream,positive,1
FastDebaeckePlate65,negative,8
FastDebaeckePlate65,neutral,1
FastDebaeckePlate65,positive,2
FastDonnaCar,negative,1
FastECar,negative,21
FastECar,positive,1
FastEPlate,negative,8
FastEPlate,positive,1
FastFBread85,negative,14
FastFBread85,neutral,1
FastFIcecream,negative,15
FastFIcecream,neutral,1
FastFigueroaBanana86,negative,10
FastFigueroaBanana86,neutral,1
FastFonteCar2010,negative,11
FastFonteCar2010,neutral,1
FastFortIcecream,negative,11
FastGCar,negative,8
FastGPlate79,negative,10
FastGPlate79,neutral,1
FastGravesBread1955,negative,6
FastHBanana46,negative,6
FastHBanana46,positive,2
FastHCar32,negative,1
FastHCar32,neutral,1
FastHCouch25,negative,17
FastHCouch25,neutral,1
FastHLight,negative,8
FastHLight,positive,1
FastHarlessBread49,negative,7
FastHarlessBread49,positive,1
FastHelenCouch,negative,8
FastHelenCouch,neutral,1
FastHensleyCouch2007,negative,9
FastHerseyCouch,negative,2
FastHerseyCouch,neutral,1
FastHouseGonzales,negative,4
FastHousePamela,negative,7
FastIcecreamDupre,negative,11
FastIcecreamGary_Hahn,negative,7
FastIcecreamValenti,negative,1
FastJamesPlate,negative,5
FastJonesBowl1991,negative,6
FastJoseLight,negative,7
FastJoseLight,positive,1
FastKBowl,negative,8
FastKBowl,positive,3
FastKIcecream,neutral,1
FastKevinBowl,negative,2
FastKhauvHouse13,negative,4
FastLBanana,negative,9
FastLBowl,negative,3
FastLBowl17,negative,4
FastLBowl17,positive,1
FastLHouse1972,negative,5
FastLLight98,negative,4
FastLLight98,positive,1
FastLeblancBowl81,negative,2
FastLeslieCouch,negative,8
FastLeslieCouch,positive,4
FastLightFe,negative,5
FastLightFrances_Bridgett,negative,9
FastLightJanet_Jodway,negative,5
FastLightJohnson,negative,2
FastLightJohnson,neutral,1
FastLightLang,negative,2
FastLightShindorf,negative,3
FastLightWaddell,negative,6
FastLightWilliam,negative,8
FastLisaLight,negative,3
FastLisaLight,positive,1
FastMBowl,negative,5
FastMCandy,negative,22
FastMCandy,neutral,2
FastMCandy,positive,1
FastMCar1995,negative,9
FastMCar1995,neutral,1
FastMCouch28,negative,5
FastMCouch28,neutral,1
FastMaberyIcecream,negative,10
FastMaberyIcecream,positive,2
FastMarcellaBread,negative,4
FastMarcellaBread,neutral,1
FastMcdonaldBread1965,negative,9
FastMcdonaldBread1965,neutral,1
FastMcdonaldBread1965,positive,1
FastMeganLight,negative,9
FastMeganLight,neutral,1
FastMeganLight,positive,3
FastMichaelCar,negative,13
FastNataliaBowl,negative,6
FastNataliaBowl,positive,1
FastNormanIcecream,negative,4
FastNormanIcecream,neutral,1
FastOakleyBanana,negative,5
FastOakleyBanana,neutral,1
FastObletonCar,negative,5
FastObletonCar,positive,2
FastPBowl75,negative,7
FastPBowl75,neutral,2
FastPBowl75,positive,1
FastPBread72,negative,16
FastPBread72,positive,3
FastPlateAnna,negative,8
FastPlateBetty_Adams,negative,4
FastPlateJames_Perez,negative,14
FastPlateJames_Perez,neutral,1
FastPlateJason,negative,7
FastPlateJason,positive,1
FastPlatePerez,negative,3
FastPlateRachel_Roman,negative,5
FastPlateRachel_Roman,neutral,1
FastPorterCandy,negative,4
FastRBowl,negative,26
FastRBowl,neutral,1
FastRBowl,positive,3
FastRBread,negative,9
FastRBread17,negative,10
FastRBread17,neutral,1
FastRBread17,positive,1
FastRCouch,negative,12
FastRCouch,neutral,1
FastRCouch,positive,1
FastRHouse,negative,8
FastRHouse,neutral,1
FastRHouse,positive,4
FastRHouse1950,negative,17
FastRHouse1950,neutral,1
FastRHouse1950,positive,1
FastRLight,negative,3
FastRLight,neutral,1
FastReaidPlate,negative,8
FastReaidPlate,neutral,1
FastReaidPlate,positive,1
FastRichPlate,negative,7
FastRichPlate,positive,1
FastRobinsonCouch1968,negative,6
FastSBread,negative,3
FastSHouse1987,negative,5
FastSHouse1987,positive,1
FastSalazarPlate1961,negative,3
FastSandersCouch,negative,7
FastSandersCouch,positive,2
FastSewellLight,negative,4
FastSewellLight,positive,1
FastSmithBowl,negative,3
FastTBanana,negative,11
FastTBanana,positive,3
FastTBanana18,negative,2
FastTBowl31,negative,4
FastTCar,negative,9
FastTCar,neutral,2
FastTCar,positive,1
FastTPlate,negative,9
FastTPlate,positive,1
FastTerryCouch,negative,1
FastThiboutotIcecream,negative,10
FastThiboutotIcecream,neutral,3
FastThomasBanana,negative,18
FastThomasBanana,neutral,4
FastVBread82,negative,8
FastVBread82,neutral,2
FastVBread82,positive,2
FastVPlate,negative,7
FastWBread98,negative,5
FastWLight22,negative,14
FastWLight22,neutral,2
FastWLight22,positive,1
FastWarriorHouse,negative,4
FastWarriorHouse,positive,1
Faye_Walker2011,negative,8
Faye_Walker2011,positive,1
FearsAbrahamHorse,negative,16
FearsAbrahamHorse,neutral,1
FearsAbrahamHorse,positive,2
FearsAnthony_CabreraFish,negative,5
FearsAshleyBear,negative,11
FearsAshleyBear,neutral,3
FearsBenjaminMouse,negative,14
FearsBenjaminMouse,neutral,1
FearsBornOctopus,negative,17
FearsBornOctopus,neutral,1
FearsBrooksWhale,negative,10
FearsBrooksWhale,neutral,1
FearsCaraWhale,negative,3
FearsCaraWhale,positive,1
FearsCharles_CharlandHorse,negative,11
FearsCharles_CharlandHorse,positive,4
FearsChesterCat,negative,4
FearsChesterCat,positive,1
FearsChristine_FleisherBird,negative,8
FearsCollierDog,negative,5
FearsConleyMouse,negative,12
FearsCowerWhale,negative,16
FearsCowerWhale,neutral,2
FearsCynthiaOctopus,negative,3
FearsCynthiaWhale,negative,1
FearsDanielMouse,negative,23
FearsDanielMouse,neutral,3
FearsDavid_LopesBear,negative,3
FearsDavid_LopesBear,positive,1
FearsDemossBird,negative,16
FearsDemossBird,positive,1
FearsDillonCat,negative,1
FearsDillonCat,neutral,1
FearsDouthittHorse,negative,1
FearsDouthittHorse,neutral,1
FearsEarlBird,negative,8
FearsEarlBird,neutral,4
FearsEarlBird,positive,2
FearsEileenWhale,negative,15
FearsEileenWhale,neutral,1
FearsEileenWhale,positive,1
FearsElizabeth_CarrHorse,negative,8
FearsElizabeth_CarrHorse,neutral,1
FearsElizabeth_DemarcoFish,negative,8
FearsElizabeth_DemarcoFish,positive,1
FearsElmerWhale,negative,7
FearsEmiliaWhale,negative,11
FearsEmiliaWhale,neutral,2
FearsEmiliaWhale,positive,1
FearsGandyFish,negative,3
FearsGeorge_FieldsMouse,negative,2
FearsGeorge_FieldsMouse,neutral,1
FearsGeraldineHorse,negative,5
FearsGlazeMouse,negative,15
FearsGudrunLion,negative,16
FearsGudrunLion,positive,2
FearsGuzmanOctopus,negative,14
FearsGuzmanOctopus,neutral,1
FearsHazel_BerenguerDog,negative,9
FearsHazel_BerenguerDog,neutral,1
FearsHazel_BerenguerDog,positive,1
FearsHerbDog,negative,7
FearsHerbDog,neutral,1
FearsHerbDog,positive,1
FearsHiraldoFish,negative,2
FearsHiraldoFish,neutral,1
FearsHockenberryBear,negative,1
FearsJames_EvansOctopus,negative,5
FearsJanetLion,negative,5
FearsJanetLion,positive,1
FearsJeanette_DietemanLion,negative,1
FearsJeffreyCat,negative,8
FearsJeffreyCat,positive,1
FearsJeffrey_WoodsOctopus,negative,6
FearsJerryBear,negative,4
FearsJoelOctopus,negative,3
FearsJoelOctopus,neutral,1
FearsJohnBird,negative,4
FearsJohnBird,positive,2
FearsJohn_HoyBird,negative,10
FearsJohnny_DuvallFish,negative,2
FearsJohnsonOctopus,negative,3
FearsJose_OsgoodOctopus,negative,4
FearsJose_OsgoodOctopus,positive,1
FearsJuneMouse,negative,3
FearsJuneMouse,neutral,1
FearsKenneth_BarnettOctopus,negative,7
FearsKenneth_RiveraCat,negative,14
FearsKenneth_RiveraCat,neutral,1
FearsKenneth_RiveraCat,positive,1
FearsLackeyCat,negative,19
FearsLackeyCat,neutral,2
FearsLackeyCat,positive,1
FearsLarryOctopus,negative,11
FearsLarryOctopus,neutral,1
FearsLarryOctopus,positive,2
FearsLevinFish,negative,3
FearsLevinFish,positive,1
FearsLiptonOctopus,negative,6
FearsLivermoreMouse,negative,10
FearsLydia_WhiteFish,negative,5
FearsMairFish,negative,9
FearsMairFish,positive,1
FearsMaritzaWhale,negative,1
FearsMaritzaWhale,positive,1
FearsMartinDog,negative,15
FearsMartinDog,positive,1
FearsMary_SchultzBird,negative,8
FearsMary_SchultzBird,neutral,2
FearsMary_SchultzBird,positive,4
FearsMatthewDog,negative,9
FearsMatthewDog,positive,1
FearsMatthewFish,negative,3
FearsMatthew_AderDog,negative,2
FearsMatthew_AderDog,positive,1
FearsMaud_SettersBear,negative,8
FearsMaud_SettersBear,neutral,1
FearsMaurice_LevasseurBear,negative,7
FearsMelbaBird,negative,3
FearsMelbaBird,neutral,1
FearsMichaelDog,negative,2
FearsMicheleCat,negative,5
FearsMicheleCat,positive,1
FearsMorganLion,negative,4
FearsMorganLion,neutral,1
FearsNessWhale,negative,8
FearsNicolas_IllichMouse,negative,5
FearsParkerHorse,negative,6
FearsParkerHorse,neutral,1
FearsPaulaBird,negative,2
FearsPaulaBird,neutral,1
FearsReynoldsLion,negative,2
FearsReynoldsLion,positive,1
FearsRichard_BarnesOctopus,negative,18
FearsRichard_BarnesOctopus,neutral,1
FearsRichard_BarnesOctopus,positive,2
FearsRiley_EldridgeMouse,negative,8
FearsRobertLion,negative,4
FearsRobertLion,neutral,1
FearsRobertLion,positive,1
FearsRobertMouse,negative,11
FearsRobertMouse,neutral,1
FearsRobertMouse,positive,1
FearsRobertWhale,negative,6
FearsRobertWhale,neutral,2
FearsRobertWhale,positive,1
FearsRobert_WynnLion,negative,2
FearsRoderick_PimentalMouse,negative,5
FearsRodgersMouse,negative,13
FearsRodgersMouse,neutral,1
FearsRodgersMouse,positive,1
FearsRodney_MacphersonBear,negative,3
FearsRossBird,negative,8
FearsRossBird,neutral,2
FearsSantanaFish,negative,3
FearsShumakerBear,negative,5
FearsSilvaBird,negative,8
FearsSilvaBird,positive,1
FearsStanley_HarvinBear,negative,7
FearsStephanieDog,negative,28
FearsStephanieDog,neutral,3
FearsStephanieDog,positive,2
FearsSusanCat,negative,16
FearsSusanHorse,positive,1
FearsSwoopeBird,negative,2
FearsTheodoreLion,negative,3
FearsTheodoreLion,neutral,1
FearsTheresa_HaleyMouse,negative,10
FearsTheresa_HaleyMouse,positive,1
FearsThomasBird,negative,8
FearsThomasBird,positive,2
FearsTiffanyDog,negative,12
FearsTiffanyDog,neutral,1
FearsTrammelBear,negative,10
FearsTrammelBear,neutral,1
FearsTrammelBear,positive,1
FearsVeronicaBear,negative,5
FearsVeronicaBear,positive,1
FearsZimmermanFish,negative,14
FearsZimmermanFish,positive,2
Felipa_StillCat1990,negative,3
Felipe_Clements2014,negative,2
Felipe_Clements2014,positive,2
Ferguson97,negative,12
Fern_LuedemanMouse80,negative,5
Fern_LuedemanMouse80,neutral,1
Fernando42,negative,14
Fernando42,neutral,1
Fernando42,positive,2
Fernberg39,negative,2
Fernberg39,positive,1
FieldEngineerPhillipCarter,negative,16
FieldEngineerPhillipCarter,neutral,2
FigueroaOctopus1959,negative,8
FigueroaOctopus1959,neutral,1
FinleyCat84,negative,15
FinleyCat84,neutral,1
FireCpn,negative,2
FireCpn,positive,1
Fisher70,negative,4
FisherHorse71,negative,11
FleetABanana,negative,10
FleetABanana,neutral,1
FleetABowl35,negative,1
FleetABread1963,negative,14
FleetABread1963,positive,1
FleetABread7,negative,2
FleetABread7,positive,1
FleetACar51,negative,3
FleetBBowl,negative,16
FleetBBowl,neutral,1
FleetBBowl1990,negative,12
FleetBBowl1990,positive,1
FleetBHouse21,negative,5
FleetBergsmaIcecream,negative,9
FleetBergsmaIcecream,neutral,3
FleetBergsmaIcecream,positive,1
FleetBobbyPlate,negative,7
FleetBobbyPlate,positive,1
FleetBowlChris_Ellis,negative,2
FleetBowlChris_Ellis,neutral,1
FleetBowlChris_Ellis,positive,1
FleetBowlFausto,negative,11
FleetBowlFausto,positive,1
FleetBowlMark,negative,5
FleetBowlMark,neutral,1
FleetBreadAlma,negative,5
FleetBreadAlma,neutral,1
FleetBreadDeidra_Piro,negative,2
FleetBreadDeidra_Piro,neutral,1
FleetBreadDeidra_Piro,positive,1
FleetBreadDora_Merino,negative,5
FleetBreadMiller,negative,14
FleetBreadMiller,positive,1
FleetBreadSandra_Torres,negative,10
FleetBreadSandra_Torres,positive,1
FleetBruceCandy,negative,10
FleetBruceCandy,positive,2
FleetBurchBanana,negative,18
FleetBurchBanana,neutral,1
FleetBurchBanana,positive,1
FleetBurkhartCandy35,negative,3
FleetCHouse,negative,1
FleetCIcecream25,negative,4
FleetCIcecream25,positive,1
FleetCPlate1971,negative,2
FleetCandyFlemings,negative,9
FleetCandyFlemings,neutral,1
FleetCarMichelle,negative,5
FleetCarTerry,negative,6
FleetCarTerry,neutral,1
FleetCarTerry,positive,1
FleetCarterLight1986,negative,12
FleetClarkeIcecream1980,negative,6
FleetClyattCandy38,negative,5
FleetCoatesCouch89,negative,12
FleetCoatesCouch89,neutral,1
FleetCoatesCouch89,positive,1
FleetColemanLight2012,negative,7
FleetColemanLight2012,positive,2
FleetCouchHector_Witcher,negative,6
FleetCouchHector_Witcher,positive,1
FleetCouchMark,negative,5
FleetCouchMark,neutral,1
FleetCouchMark,positive,1
FleetCouchTolbert,negative,4
FleetCouchTolbert,neutral,1
FleetDHouse,negative,5
FleetDHouse,neutral,1
FleetDHouse,positive,1
FleetDavidIcecream,negative,8
FleetDavidIcecream,neutral,1
FleetDeborahCar,negative,5
FleetDecastroIcecream1981,negative,1
FleetELight,negative,2
FleetEPlate,negative,15
FleetEPlate,neutral,1
FleetEastLight,negative,4
FleetEliCouch,negative,2
FleetElstonIcecream,negative,1
FleetElstonIcecream,positive,1
FleetFBanana,negative,5
FleetFLight,negative,9
FleetFLight,positive,1
FleetFrankLight,negative,10
FleetFrankLight,positive,2
FleetGBread,negative,21
